placard_type,hazmat_class_railstate,hazmat_class_cfr,hazmat_name_cfr,hazmat_name_census,in_railstate,in_cfr,in_census,count_placard_type_railstate
UN0391,NA,1.1D,"RDX and HMX mixtures, wetted with not less than 15 percent water by mass or RDX and HMX mixtures, desensitized with not less than 10 percent phlegmatizer by mass","RDX and HMX mixtures, wetted with not less than 15 percent water by mass or RDX and HMX mixtures, desensitized with not less than 10 percent phlegmatizer by mass",FALSE,TRUE,TRUE,NA
UN3327,NA,7,"Radioactive material, Type A package, fissile non-special form","Radioactive material, Type A package, fissile non-special form",FALSE,TRUE,TRUE,NA
UN3332,NA,7,"Radioactive material, Type A package, special form non fissile or fissile-excepted","Radioactive material, Type A package, special form non fissile or fissile-excepted",FALSE,TRUE,TRUE,NA
UN2917,NA,7,"Radioactive material, Type B(M) package non fissile or fissile-excepted","Radioactive material, Type B(M) package non fissile or fissile-excepted",FALSE,TRUE,TRUE,NA
UN3329,NA,7,"Radioactive material, Type B(M) package, fissile","Radioactive material, Type B(M) package, fissile",FALSE,TRUE,TRUE,NA
UN2916,NA,7,"Radioactive material, Type B(U) package non fissile or fissile-excepted","Radioactive material, Type B(U) package non fissile or fissile-excepted",FALSE,TRUE,TRUE,NA
UN3328,NA,7,"Radioactive material, Type B(U) package, fissile","Radioactive material, Type B(U) package, fissile",FALSE,TRUE,TRUE,NA
UN2909,NA,7,"Radioactive material, excepted package-articles manufactured from natural uranium or depleted uranium or natural thorium","Radioactive material, excepted package-articles manufactured from natural uranium or depleted uranium or natural thorium",FALSE,TRUE,TRUE,NA
UN2908,NA,7,"Radioactive material, excepted package-empty packaging","Radioactive material, excepted package-empty packaging",FALSE,TRUE,TRUE,NA
UN2911,NA,7,"Radioactive material, excepted package-instruments or articles","Radioactive material, excepted package-instruments or articles",FALSE,TRUE,TRUE,NA
UN2912,NA,7,"Radioactive material, low specific activity (LSA-I) non fissile or fissile-excepted","Radioactive material, low specific activity (LSA-I) non fissile or fissile-excepted",FALSE,TRUE,TRUE,NA
UN3321,NA,7,"Radioactive material, low specific activity (LSA-II) non fissile or fissile-excepted","Radioactive material, low specific activity (LSA-II) non fissile or fissile-excepted",FALSE,TRUE,TRUE,NA
UN3322,NA,7,"Radioactive material, low specific activity (LSA-III) non fissile or fissile excepted","Radioactive material, low specific activity (LSA-III) non fissile or fissile excepted",FALSE,TRUE,TRUE,NA
UN3331,NA,7,"Radioactive material, transported under special arrangement, fissile","Radioactive material, transported under special arrangement, fissile",FALSE,TRUE,TRUE,NA
UN2919,NA,7,"Radioactive material, transported under special arrangement, non fissile or fissile excepted","Radioactive material, transported under special arrangement, non fissile or fissile excepted",FALSE,TRUE,TRUE,NA
UN2978,NA,7,"Radioactive material, uranium hexafluoride non fissile or fissile-excepted","Radioactive material, uranium hexafluoride non fissile or fissile-excepted",FALSE,TRUE,TRUE,NA
UN2977,NA,7,"Radioactive material, uranium hexafluoride, fissile","Radioactive material, uranium hexafluoride, fissile",FALSE,TRUE,TRUE,NA
UN3338,NA,2.2,Refrigerant gas R 407A,Refrigerant gas R 407A,FALSE,TRUE,TRUE,NA
UN3358,NA,2.1,"Refrigerating machines, containing flammable, non-toxic, liquefied gas","Refrigerating machines, containing flammable, non-toxic, liquefied gas",FALSE,TRUE,TRUE,NA
UN0173,NA,1.4S,"Release devices, explosive","Release devices, explosive",FALSE,TRUE,TRUE,NA
UN2876,NA,6.1,Resorcinol,Resorcinol,FALSE,TRUE,TRUE,NA
UN0174,NA,1.4S,"Rivets, explosive","Rivets, explosive",FALSE,TRUE,TRUE,NA
UN0186,NA,1.3C,Rocket motors,Rocket motors,FALSE,TRUE,TRUE,NA
UN0281,NA,1.2C,Rocket motors,Rocket motors,FALSE,TRUE,TRUE,NA
UN0510,NA,1.4C,Rocket motors,Rocket motors,FALSE,TRUE,TRUE,NA
UN0250,NA,1.3L,Rocket motors with hypergolic liquids with or without an expelling charge,Rocket motors with hypergolic liquids with or without an expelling charge,FALSE,TRUE,TRUE,NA
UN0322,NA,1.2L,Rocket motors with hypergolic liquids with or without an expelling charge,Rocket motors with hypergolic liquids with or without an expelling charge,FALSE,TRUE,TRUE,NA
UN0395,NA,1.2J,"Rocket motors, liquid fueled","Rocket motors, liquid fueled",FALSE,TRUE,TRUE,NA
UN0396,NA,1.3J,"Rocket motors, liquid fueled","Rocket motors, liquid fueled",FALSE,TRUE,TRUE,NA
UN0238,NA,1.2G,"Rockets, line-throwing","Rockets, line-throwing",FALSE,TRUE,TRUE,NA
UN0453,NA,1.4G,"Rockets, line-throwing","Rockets, line-throwing",FALSE,TRUE,TRUE,NA
UN0397,NA,1.1J,"Rockets, liquid fueled with bursting charge","Rockets, liquid fueled with bursting charge",FALSE,TRUE,TRUE,NA
UN0398,NA,1.2J,"Rockets, liquid fueled with bursting charge","Rockets, liquid fueled with bursting charge",FALSE,TRUE,TRUE,NA
UN0181,NA,1.1E,"Rockets, with bursting charge","Rockets, with bursting charge",FALSE,TRUE,TRUE,NA
UN0182,NA,1.2E,"Rockets, with bursting charge","Rockets, with bursting charge",FALSE,TRUE,TRUE,NA
UN0436,NA,1.2C,"Rockets, with expelling charge","Rockets, with expelling charge",FALSE,TRUE,TRUE,NA
UN0437,NA,1.3C,"Rockets, with expelling charge","Rockets, with expelling charge",FALSE,TRUE,TRUE,NA
UN0438,NA,1.4C,"Rockets, with expelling charge","Rockets, with expelling charge",FALSE,TRUE,TRUE,NA
UN0502,NA,1.2C,"Rockets, with inert head","Rockets, with inert head",FALSE,TRUE,TRUE,NA
UN2677,NA,8,Rubidium hydroxide solution,Rubidium hydroxide solution,FALSE,TRUE,TRUE,NA
UN0503,NA,1.4G,"Safety devices, pyrotechnic","Safety devices, pyrotechnic",FALSE,TRUE,TRUE,NA
UN0190,NA,NA,"Samples, explosive, other than initiating explosives","Samples, explosive, other than initiating explosives",FALSE,TRUE,TRUE,NA
UN2217,NA,4.2,Seed cake with not more than 1.5 percent oil and not more than 11 percent moisture,Seed cake with not more than 1.5 percent oil and not more than 11 percent moisture,FALSE,TRUE,TRUE,NA
UN2630,NA,6.1,Selenates or Selenites,Selenates or Selenites,FALSE,TRUE,TRUE,NA
UN2194,NA,2.3,Selenium hexafluoride,Selenium hexafluoride,FALSE,TRUE,TRUE,NA
UN2879,NA,8,Selenium oxychloride,Selenium oxychloride,FALSE,TRUE,TRUE,NA
UN3188,NA,4.2,"Self-heating liquid, corrosive, inorganic, n.o.s","Self-heating liquid, corrosive, inorganic, n.o.s",FALSE,TRUE,TRUE,NA
UN3186,NA,4.2,"Self-heating liquid, inorganic, n.o.s","Self-heating liquid, inorganic, n.o.s",FALSE,TRUE,TRUE,NA
UN3184,NA,4.2,"Self-heating liquid, toxic, organic, n.o.s","Self-heating liquid, toxic, organic, n.o.s",FALSE,TRUE,TRUE,NA
UN3192,NA,4.2,"Self-heating solid, corrosive, inorganic, n.o.s.","Self-heating solid, corrosive, inorganic, n.o.s.",FALSE,TRUE,TRUE,NA
UN3088,NA,4.2,"Self-heating solid, organic, n.o.s","Self-heating solid, organic, n.o.s",FALSE,TRUE,TRUE,NA
UN3127,NA,4.2,"Self-heating solid, oxidizing, n.o.s.","Self-heating solid, oxidizing, n.o.s.",FALSE,TRUE,TRUE,NA
UN3128,NA,4.2,"Self-heating solid, toxic, organic, n.o.s","Self-heating solid, toxic, organic, n.o.s",FALSE,TRUE,TRUE,NA
UN3223,NA,4.1,Self-reactive liquid type C,Self-reactive liquid type C,FALSE,TRUE,TRUE,NA
UN3229,NA,4.1,Self-reactive liquid type F,Self-reactive liquid type F,FALSE,TRUE,TRUE,NA
UN3232,NA,4.1,"Self-reactive solid type B, temperature controlled","Self-reactive solid type B, temperature controlled",FALSE,TRUE,TRUE,NA
UN3228,NA,4.1,Self-reactive solid type E,Self-reactive solid type E,FALSE,TRUE,TRUE,NA
UN0191,NA,1.4G,"Signal devices, hand","Signal devices, hand",FALSE,TRUE,TRUE,NA
UN0373,NA,1.4S,"Signal devices, hand","Signal devices, hand",FALSE,TRUE,TRUE,NA
UN0194,NA,1.1G,"Signals, distress, ship","Signals, distress, ship",FALSE,TRUE,TRUE,NA
UN0505,NA,1.4G,"Signals, distress, ship","Signals, distress, ship",FALSE,TRUE,TRUE,NA
UN0506,NA,1.4S,"Signals, distress, ship","Signals, distress, ship",FALSE,TRUE,TRUE,NA
UN0192,NA,1.1G,"Signals, railway track, explosive","Signals, railway track, explosive",FALSE,TRUE,TRUE,NA
UN0492,NA,1.3G,"Signals, railway track, explosive","Signals, railway track, explosive",FALSE,TRUE,TRUE,NA
UN0493,NA,1.4G,"Signals, railway track, explosive","Signals, railway track, explosive",FALSE,TRUE,TRUE,NA
UN0196,NA,1.1G,"Signals, smoke","Signals, smoke",FALSE,TRUE,TRUE,NA
UN0313,NA,1.2G,"Signals, smoke","Signals, smoke",FALSE,TRUE,TRUE,NA
UN0487,NA,1.3G,"Signals, smoke","Signals, smoke",FALSE,TRUE,TRUE,NA
UN3521,NA,2.3,"Silicon tetrafluoride, adsorbed","Silicon tetrafluoride, adsorbed",FALSE,TRUE,TRUE,NA
UN1684,NA,6.1,Silver cyanide,Silver cyanide,FALSE,TRUE,TRUE,NA
UN2835,NA,4.3,Sodium aluminum hydride,Sodium aluminum hydride,FALSE,TRUE,TRUE,NA
UN2027,NA,6.1,"Sodium arsenite, solid","Sodium arsenite, solid",FALSE,TRUE,TRUE,NA
UN1688,NA,6.1,Sodium cacodylate,Sodium cacodylate,FALSE,TRUE,TRUE,NA
UN3378,NA,5.1,Sodium carbonate peroxyhydrate,Sodium carbonate peroxyhydrate,FALSE,TRUE,TRUE,NA
UN1496,NA,5.1,Sodium chlorite,Sodium chlorite,FALSE,TRUE,TRUE,NA
UN2659,NA,6.1,Sodium chloroacetate,Sodium chloroacetate,FALSE,TRUE,TRUE,NA
UN2316,NA,6.1,"Sodium cuprocyanide, solid","Sodium cuprocyanide, solid",FALSE,TRUE,TRUE,NA
UN0234,NA,1.3C,"Sodium dinitro-o-cresolate, dry or wetted with less than 15 percent water, by mass","Sodium dinitro-o-cresolate, dry or wetted with less than 15 percent water, by mass",FALSE,TRUE,TRUE,NA
UN3369,NA,4.1,"Sodium dinitro-o-cresolate, wetted with not less than 10% water, by mass","Sodium dinitro-o-cresolate, wetted with not less than 10% water, by mass",FALSE,TRUE,TRUE,NA
UN2629,NA,6.1,Sodium fluoroacetate,Sodium fluoroacetate,FALSE,TRUE,TRUE,NA
UN2439,NA,8,Sodium hydrogendifluoride,Sodium hydrogendifluoride,FALSE,TRUE,TRUE,NA
UN2949,NA,8,Sodium hydrosulfide with not less than 25 percent water of crystallization,Sodium hydrosulfide with not less than 25 percent water of crystallization,FALSE,TRUE,TRUE,NA
UN1431,NA,4.2,Sodium methylate,Sodium methylate,FALSE,TRUE,TRUE,NA
UN2567,NA,6.1,Sodium pentachlorophenate,Sodium pentachlorophenate,FALSE,TRUE,TRUE,NA
UN0235,NA,1.3C,"Sodium picramate, dry or wetted with less than 20 percent water, by mass","Sodium picramate, dry or wetted with less than 20 percent water, by mass",FALSE,TRUE,TRUE,NA
UN2547,NA,5.1,Sodium superoxide,Sodium superoxide,FALSE,TRUE,TRUE,NA
UN3244,NA,8,"Solids containing corrosive liquid, n.o.s.","Solids containing corrosive liquid, n.o.s.",FALSE,TRUE,TRUE,NA
UN0204,NA,1.2F,"Sounding devices, explosive","Sounding devices, explosive",FALSE,TRUE,TRUE,NA
UN0296,NA,1.1F,"Sounding devices, explosive","Sounding devices, explosive",FALSE,TRUE,TRUE,NA
UN0374,NA,1.1D,"Sounding devices, explosive","Sounding devices, explosive",FALSE,TRUE,TRUE,NA
UN1827,NA,8,"Stannic chloride, anhydrous","Stannic chloride, anhydrous",FALSE,TRUE,TRUE,NA
UN1691,NA,6.1,Strontium arsenite,Strontium arsenite,FALSE,TRUE,TRUE,NA
UN1506,NA,5.1,Strontium chlorate,Strontium chlorate,FALSE,TRUE,TRUE,NA
UN1692,NA,6.1,Strychnine or Strychnine salts,Strychnine or Strychnine salts,FALSE,TRUE,TRUE,NA
UN0481,NA,1.4S,"Substances, explosive, n.o.s","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0358,NA,1.2L,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0359,NA,1.3L,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0474,NA,1.1C,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0477,NA,1.3C,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0478,NA,1.3G,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0480,NA,1.4D,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0485,NA,1.4G,"Substances, explosive, n.o.s.","Substances, explosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN0482,NA,1.5D,"Substances, explosive, very insensitive, n.o.s. or Substances, EVI, n.o.s.","Substances, explosive, very insensitive, n.o.s. or Substances, EVI, n.o.s.",FALSE,TRUE,TRUE,NA
UN2780,NA,3,"Substituted nitrophenol pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Substituted nitrophenol pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2967,NA,8,Sulfamic acid,Sulfamic acid,FALSE,TRUE,TRUE,NA
UN1828,NA,8,Sulfur chlorides,Sulfur chlorides,FALSE,TRUE,TRUE,NA
UN2418,NA,2.3,Sulfur tetrafluoride,Sulfur tetrafluoride,FALSE,TRUE,TRUE,NA
UN3448,NA,6.1,"Tear gas substance, solid, n.o.s","Tear gas substance, solid, n.o.s",FALSE,TRUE,TRUE,NA
UN3284,NA,6.1,"Tellurium compound, n.o.s","Tellurium compound, n.o.s",FALSE,TRUE,TRUE,NA
UN2541,NA,3,Terpinolene,Terpinolene,FALSE,TRUE,TRUE,NA
UN2504,NA,6.1,Tetrabromoethane,Tetrabromoethane,FALSE,TRUE,TRUE,NA
UN2943,NA,3,Tetrahydrofurfurylamine,Tetrahydrofurfurylamine,FALSE,TRUE,TRUE,NA
UN2698,NA,8,Tetrahydrophthalic anhydrides with more than 0.05 percent of maleic anhydride,Tetrahydrophthalic anhydrides with more than 0.05 percent of maleic anhydride,FALSE,TRUE,TRUE,NA
UN2749,NA,3,Tetramethylsilane,Tetramethylsilane,FALSE,TRUE,TRUE,NA
UN2573,NA,5.1,Thallium chlorate,Thallium chlorate,FALSE,TRUE,TRUE,NA
UN2727,NA,6.1,Thallium nitrate,Thallium nitrate,FALSE,TRUE,TRUE,NA
UN2772,NA,3,"Thiocarbamate pesticide, liquid, flammable, toxic, flash point less than 23 degrees C","Thiocarbamate pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2771,NA,6.1,"Thiocarbamate pesticides, solid, toxic","Thiocarbamate pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN2966,NA,6.1,Thioglycol,Thioglycol,FALSE,TRUE,TRUE,NA
UN2936,NA,6.1,Thiolactic acid,Thiolactic acid,FALSE,TRUE,TRUE,NA
UN2474,NA,6.1,Thiophosgene,Thiophosgene,FALSE,TRUE,TRUE,NA
UN3341,NA,4.2,Thiourea dioxide,Thiourea dioxide,FALSE,TRUE,TRUE,NA
UN2546,NA,4.2,"Titanium powder, dry","Titanium powder, dry",FALSE,TRUE,TRUE,NA
UN2878,NA,4.1,Titanium sponge granules or Titanium sponge powders,Titanium sponge granules or Titanium sponge powders,FALSE,TRUE,TRUE,NA
UN1838,NA,6.1,Titanium tetrachloride,Titanium tetrachloride,FALSE,TRUE,TRUE,NA
UN2869,NA,8,Titanium trichloride mixtures,Titanium trichloride mixtures,FALSE,TRUE,TRUE,NA
UN2441,NA,4.2,"Titanium trichloride, pyrophoric or Titanium trichloride mixtures, pyrophoric","Titanium trichloride, pyrophoric or Titanium trichloride mixtures, pyrophoric",FALSE,TRUE,TRUE,NA
UN0329,NA,1.1E,Torpedoes with bursting charge,Torpedoes with bursting charge,FALSE,TRUE,TRUE,NA
UN0330,NA,1.1F,Torpedoes with bursting charge,Torpedoes with bursting charge,FALSE,TRUE,TRUE,NA
UN0451,NA,1.1D,Torpedoes with bursting charge,Torpedoes with bursting charge,FALSE,TRUE,TRUE,NA
UN0450,NA,1.3J,"Torpedoes, liquid fueled, with inert head","Torpedoes, liquid fueled, with inert head",FALSE,TRUE,TRUE,NA
UN0449,NA,1.1J,"Torpedoes, liquid fueled, with or without bursting charge","Torpedoes, liquid fueled, with or without bursting charge",FALSE,TRUE,TRUE,NA
UN3488,NA,6.1,"Toxic by inhalation liquid, flammable, corrosive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50","Toxic by inhalation liquid, flammable, corrosive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",FALSE,TRUE,TRUE,NA
UN3383,NA,6.1,"Toxic by inhalation liquid, flammable, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50","Toxic by inhalation liquid, flammable, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",FALSE,TRUE,TRUE,NA
UN3381,NA,6.1,"Toxic by inhalation liquid, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50","Toxic by inhalation liquid, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",FALSE,TRUE,TRUE,NA
UN3388,NA,6.1,"Toxic by inhalation liquid, oxidizing, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50","Toxic by inhalation liquid, oxidizing, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",FALSE,TRUE,TRUE,NA
UN3491,NA,6.1,"Toxic by inhalation liquid, water-reactive, flammable, n.o.s. with an LC50 lower or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50","Toxic by inhalation liquid, water-reactive, flammable, n.o.s. with an LC50 lower or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",FALSE,TRUE,TRUE,NA
UN3386,NA,6.1,"Toxic by inhalation liquid, water-reactive, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50","Toxic by inhalation liquid, water-reactive, n.o.s. with an LC50 lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50",FALSE,TRUE,TRUE,NA
UN3385,NA,6.1,"Toxic by inhalation liquid, water-reactive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50","Toxic by inhalation liquid, water-reactive, n.o.s. with an LC50 lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",FALSE,TRUE,TRUE,NA
UN3122,NA,6.1,"Toxic liquids, oxidizing, n.o.s.","Toxic liquids, oxidizing, n.o.s.",FALSE,TRUE,TRUE,NA
UN3535,NA,6.1,"Toxic solid, flammable, inorganic, n.o.s",NA,FALSE,TRUE,FALSE,NA
UN2928,NA,6.1,"Toxic solids, corrosive, organic, n.o.s.","Toxic solids, corrosive, organic, n.o.s.",FALSE,TRUE,TRUE,NA
UN2930,NA,6.1,"Toxic solids, flammable, organic, n.o.s.","Toxic solids, flammable, organic, n.o.s.",FALSE,TRUE,TRUE,NA
UN3086,NA,6.1,"Toxic solids, oxidizing, n.o.s.","Toxic solids, oxidizing, n.o.s.",FALSE,TRUE,TRUE,NA
UN3462,NA,6.1,"Toxins, extracted from living sources, solid, n.o.s","Toxins, extracted from living sources, solid, n.o.s.",FALSE,TRUE,TRUE,NA
UN0212,NA,1.3G,Tracers for ammunition,Tracers for ammunition,FALSE,TRUE,TRUE,NA
UN0306,NA,1.4G,Tracers for ammunition,Tracers for ammunition,FALSE,TRUE,TRUE,NA
UN2609,NA,6.1,Triallyl borate,Triallyl borate,FALSE,TRUE,TRUE,NA
UN2764,NA,3,"Triazine pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Triazine pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2998,NA,6.1,"Triazine pesticides, liquid, toxic","Triazine pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2763,NA,6.1,"Triazine pesticides, solid, toxic","Triazine pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN2542,NA,6.1,Tributylamine,Tributylamine,FALSE,TRUE,TRUE,NA
UN2564,NA,8,"Trichloroacetic acid, solution","Trichloroacetic acid, solution",FALSE,TRUE,TRUE,NA
UN2442,NA,8,Trichloroacetyl chloride,Trichloroacetyl chloride,FALSE,TRUE,TRUE,NA
UN2321,NA,6.1,"Trichlorobenzenes, liquid","Trichlorobenzenes, liquid",FALSE,TRUE,TRUE,NA
UN2468,NA,5.1,"Trichloroisocyanuric acid, dry","Trichloroisocyanuric acid, dry",FALSE,TRUE,TRUE,NA
UN2574,NA,6.1,Tricresyl phosphate with more than 3 percent ortho isomer,Tricresyl phosphate with more than 3 percent ortho isomer,FALSE,TRUE,TRUE,NA
UN2323,NA,3,Triethyl phosphite,Triethyl phosphite,FALSE,TRUE,TRUE,NA
UN2324,NA,3,Triisobutylene,Triisobutylene,FALSE,TRUE,TRUE,NA
UN2416,NA,3,Trimethyl borate,Trimethyl borate,FALSE,TRUE,TRUE,NA
UN2329,NA,3,Trimethyl phosphite,Trimethyl phosphite,FALSE,TRUE,TRUE,NA
UN2438,NA,6.1,Trimethylacetyl chloride,Trimethylacetyl chloride,FALSE,TRUE,TRUE,NA
UN2326,NA,8,Trimethylcyclohexylamine,Trimethylcyclohexylamine,FALSE,TRUE,TRUE,NA
UN2328,NA,6.1,Trimethylhexamethylene diisocyanate,Trimethylhexamethylene diisocyanate,FALSE,TRUE,TRUE,NA
UN2327,NA,8,Trimethylhexamethylenediamines,Trimethylhexamethylenediamines,FALSE,TRUE,TRUE,NA
UN0216,NA,1.1D,Trinitro-m-cresol,Trinitro-m-cresol,FALSE,TRUE,TRUE,NA
UN0153,NA,1.1D,Trinitroaniline or Picramide,Trinitroaniline or Picramide,FALSE,TRUE,TRUE,NA
UN0214,NA,1.1D,"Trinitrobenzene, dry or wetted with less than 30 percent water, by mass","Trinitrobenzene, dry or wetted with less than 30 percent water, by mass",FALSE,TRUE,TRUE,NA
UN1354,NA,4.1,"Trinitrobenzene, wetted with not less than 30 percent water, by mass","Trinitrobenzene, wetted with not less than 30 percent water, by mass",FALSE,TRUE,TRUE,NA
UN0386,NA,1.1D,Trinitrobenzenesulfonic acid,Trinitrobenzenesulfonic acid,FALSE,TRUE,TRUE,NA
UN3368,NA,4.1,"Trinitrobenzoic acid, wetted with not less than 10% water by mass","Trinitrobenzoic acid, wetted with not less than 10% water by mass",FALSE,TRUE,TRUE,NA
